id,course_id,code,description,bloom_level
co-02639,subj-0509,22CY6105.CO2,Distinguish ai & ml lab concepts and techniques,Analyze
co-02640,subj-0509,22CY6105.CO3,Identify ai & ml lab concepts and techniques,Remember
co-02641,subj-0509,22CY6105.CO4,Differentiate ai & ml lab concepts and techniques,Analyze
co-02642,subj-0509,22CY6105.CO5,Demonstrate ai & ml lab concepts and techniques,Apply
co-02643,subj-0510,22CY6106.CO1,Examine professional elective - ii concepts and techniques,Analyze
co-02644,subj-0510,22CY6106.CO2,Explain professional elective - ii concepts and techniques,Understand
co-02645,subj-0510,22CY6106.CO3,Propose professional elective - ii concepts and techniques,Create
co-02646,subj-0510,22CY6106.CO4,Use professional elective - ii concepts and techniques,Apply
co-02647,subj-0510,22CY6106.CO5,Critique professional elective - ii concepts and techniques,Evaluate
co-02648,subj-0510,22CY6106.CO6,Judge professional elective - ii concepts and techniques,Evaluate
co-02649,subj-0511,22CY6107.CO1,Apply open elective - i concepts and techniques,Apply
co-02650,subj-0511,22CY6107.CO2,Implement open elective - i concepts and techniques,Apply
co-02651,subj-0511,22CY6107.CO3,Describe open elective - i concepts and techniques,Understand
co-02652,subj-0511,22CY6107.CO4,Demonstrate open elective - i concepts and techniques,Apply
co-02653,subj-0511,22CY6107.CO5,Compare open elective - i concepts and techniques,Analyze
co-02654,subj-0512,22CY7101.CO1,Identify big data analytics concepts and techniques,Remember
co-02655,subj-0512,22CY7101.CO2,Implement big data analytics concepts and techniques,Apply
co-02656,subj-0512,22CY7101.CO3,Formulate big data analytics concepts and techniques,Create
co-02657,subj-0512,22CY7101.CO4,Classify big data analytics concepts and techniques,Understand
co-02658,subj-0512,22CY7101.CO5,Use big data analytics concepts and techniques,Apply
co-02659,subj-0512,22CY7101.CO6,State big data analytics concepts and techniques,Remember
co-02660,subj-0513,22CY7102.CO1,Develop internet of things concepts and techniques,Create
co-02661,subj-0513,22CY7102.CO2,Use internet of things concepts and techniques,Apply
co-02662,subj-0513,22CY7102.CO3,Evaluate internet of things concepts and techniques,Evaluate
co-02663,subj-0513,22CY7102.CO4,Differentiate internet of things concepts and techniques,Analyze
co-02664,subj-0513,22CY7102.CO5,Apply internet of things concepts and techniques,Apply
co-02665,subj-0514,22CY7103.CO1,Examine professional elective - iii concepts and techniques,Analyze
co-02666,subj-0514,22CY7103.CO2,Construct professional elective - iii concepts and techniques,Create
co-02667,subj-0514,22CY7103.CO3,Evaluate professional elective - iii concepts and techniques,Evaluate
co-02668,subj-0514,22CY7103.CO4,Propose professional elective - iii concepts and techniques,Create
co-02669,subj-0514,22CY7103.CO5,Define professional elective - iii concepts and techniques,Remember
co-02670,subj-0515,22CY7104.CO1,Examine open elective - ii concepts and techniques,Analyze
co-02671,subj-0515,22CY7104.CO2,Construct open elective - ii concepts and techniques,Create
co-02672,subj-0515,22CY7104.CO3,Design open elective - ii concepts and techniques,Create
co-02673,subj-0515,22CY7104.CO4,Implement open elective - ii concepts and techniques,Apply
co-02674,subj-0515,22CY7104.CO5,Judge open elective - ii concepts and techniques,Evaluate
co-02675,subj-0515,22CY7104.CO6,Recall open elective - ii concepts and techniques,Remember
co-02676,subj-0516,22CY7105.CO1,Implement project - i concepts and techniques,Apply
co-02677,subj-0516,22CY7105.CO2,Interpret project - i concepts and techniques,Understand
co-02678,subj-0516,22CY7105.CO3,Justify project - i concepts and techniques,Evaluate
co-02679,subj-0516,22CY7105.CO4,Formulate project - i concepts and techniques,Create
co-02680,subj-0517,22CY7106.CO1,Assess seminar concepts and techniques,Evaluate
co-02681,subj-0517,22CY7106.CO2,Construct seminar concepts and techniques,Create
co-02682,subj-0517,22CY7106.CO3,Distinguish seminar concepts and techniques,Analyze
co-02683,subj-0517,22CY7106.CO4,Judge seminar concepts and techniques,Evaluate
co-02684,subj-0517,22CY7106.CO5,Develop seminar concepts and techniques,Create
co-02685,subj-0518,22CY8101.CO1,Distinguish professional elective - iv concepts and techniques,Analyze
co-02686,subj-0518,22CY8101.CO2,Assess professional elective - iv concepts and techniques,Evaluate
co-02687,subj-0518,22CY8101.CO3,Justify professional elective - iv concepts and techniques,Evaluate
co-02688,subj-0518,22CY8101.CO4,Assess professional elective - iv concepts and techniques,Evaluate
co-02689,subj-0518,22CY8101.CO5,Design professional elective - iv concepts and techniques,Create
co-02690,subj-0519,22CY8102.CO1,Assess project - ii concepts and techniques,Evaluate
co-02691,subj-0519,22CY8102.CO2,Develop project - ii concepts and techniques,Create
co-02692,subj-0519,22CY8102.CO3,Use project - ii concepts and techniques,Apply
co-02693,subj-0519,22CY8102.CO4,Design project - ii concepts and techniques,Create
co-02694,subj-0520,22CY8103.CO1,Assess comprehensive viva concepts and techniques,Evaluate
co-02695,subj-0520,22CY8103.CO2,Judge comprehensive viva concepts and techniques,Evaluate
co-02696,subj-0520,22CY8103.CO3,Judge comprehensive viva concepts and techniques,Evaluate
co-02697,subj-0520,22CY8103.CO4,Critique comprehensive viva concepts and techniques,Evaluate
co-02698,subj-0520,22CY8103.CO5,Analyze comprehensive viva concepts and techniques,Analyze
co-02699,subj-0521,22MA1101.CO1,Classify linear algebra & calculus concepts and techniques,Understand
co-02700,subj-0521,22MA1101.CO2,Analyze linear algebra & calculus concepts and techniques,Analyze
co-02701,subj-0521,22MA1101.CO3,Identify linear algebra & calculus concepts and techniques,Remember
co-02702,subj-0521,22MA1101.CO4,Compare linear algebra & calculus concepts and techniques,Analyze
co-02703,subj-0521,22MA1101.CO5,Examine linear algebra & calculus concepts and techniques,Analyze
co-02704,subj-0521,22MA1101.CO6,Implement linear algebra & calculus concepts and techniques,Apply
co-02705,subj-0522,22PH1101.CO1,Classify applied physics concepts and techniques,Understand
co-02706,subj-0522,22PH1101.CO2,Define applied physics concepts and techniques,Remember
co-02707,subj-0522,22PH1101.CO3,Examine applied physics concepts and techniques,Analyze
co-02708,subj-0522,22PH1101.CO4,List applied physics concepts and techniques,Remember
co-02709,subj-0522,22PH1101.CO5,List applied physics concepts and techniques,Remember
co-02710,subj-0523,22CS1101.CO1,Describe programming for problem solving (c) concepts and techniques,Understand
co-02711,subj-0523,22CS1101.CO2,Solve programming for problem solving (c) concepts and techniques,Apply
co-02712,subj-0523,22CS1101.CO3,Define programming for problem solving (c) concepts and techniques,Remember
co-02713,subj-0523,22CS1101.CO4,Describe programming for problem solving (c) concepts and techniques,Understand
co-02714,subj-0523,22CS1101.CO5,List programming for problem solving (c) concepts and techniques,Remember
co-02715,subj-0524,22CS1102.CO1,Differentiate programming for problem solving lab concepts and techniques,Analyze
co-02716,subj-0524,22CS1102.CO2,Construct programming for problem solving lab concepts and techniques,Create
co-02717,subj-0524,22CS1102.CO3,Solve programming for problem solving lab concepts and techniques,Apply
co-02718,subj-0524,22CS1102.CO4,Apply programming for problem solving lab concepts and techniques,Apply
co-02719,subj-0524,22CS1102.CO5,Use programming for problem solving lab concepts and techniques,Apply
co-02720,subj-0525,22EN1101.CO1,Recall english - i concepts and techniques,Remember
co-02721,subj-0525,22EN1101.CO2,Identify english - i concepts and techniques,Remember
co-02722,subj-0525,22EN1101.CO3,Implement english - i concepts and techniques,Apply
co-02723,subj-0525,22EN1101.CO4,Analyze english - i concepts and techniques,Analyze
co-02724,subj-0525,22EN1101.CO5,Summarize english - i concepts and techniques,Understand
co-02725,subj-0526,22ME1101.CO1,List engineering drawing concepts and techniques,Remember
co-02726,subj-0526,22ME1101.CO2,List engineering drawing concepts and techniques,Remember
co-02727,subj-0526,22ME1101.CO3,Demonstrate engineering drawing concepts and techniques,Apply
co-02728,subj-0526,22ME1101.CO4,Critique engineering drawing concepts and techniques,Evaluate
co-02729,subj-0526,22ME1101.CO5,Differentiate engineering drawing concepts and techniques,Analyze
co-02730,subj-0527,22PH1102.CO1,Describe applied physics lab concepts and techniques,Understand
co-02731,subj-0527,22PH1102.CO2,Solve applied physics lab concepts and techniques,Apply
co-02732,subj-0527,22PH1102.CO3,Summarize applied physics lab concepts and techniques,Understand
co-02733,subj-0527,22PH1102.CO4,Summarize applied physics lab concepts and techniques,Understand
co-02734,subj-0527,22PH1102.CO5,State applied physics lab concepts and techniques,Remember
co-02735,subj-0528,22MA1201.CO1,"Use probability, statistics & numerical methods concepts and techniques",Apply
co-02736,subj-0528,22MA1201.CO2,"Describe probability, statistics & numerical methods concepts and techniques",Understand
co-02737,subj-0528,22MA1201.CO3,"Describe probability, statistics & numerical methods concepts and techniques",Understand
co-02738,subj-0528,22MA1201.CO4,"Recall probability, statistics & numerical methods concepts and techniques",Remember
co-02739,subj-0528,22MA1201.CO5,"Solve probability, statistics & numerical methods concepts and techniques",Apply
co-02740,subj-0528,22MA1201.CO6,"Describe probability, statistics & numerical methods concepts and techniques",Understand
co-02741,subj-0529,22CH1201.CO1,Explain engineering chemistry concepts and techniques,Understand
co-02742,subj-0529,22CH1201.CO2,Define engineering chemistry concepts and techniques,Remember
co-02743,subj-0529,22CH1201.CO3,Summarize engineering chemistry concepts and techniques,Understand
co-02744,subj-0529,22CH1201.CO4,Summarize engineering chemistry concepts and techniques,Understand
co-02745,subj-0529,22CH1201.CO5,List engineering chemistry concepts and techniques,Remember
co-02746,subj-0529,22CH1201.CO6,Construct engineering chemistry concepts and techniques,Create
co-02747,subj-0530,22EE1201.CO1,Apply basic electrical engineering concepts and techniques,Apply
co-02748,subj-0530,22EE1201.CO2,Assess basic electrical engineering concepts and techniques,Evaluate
co-02749,subj-0530,22EE1201.CO3,Assess basic electrical engineering concepts and techniques,Evaluate
co-02750,subj-0530,22EE1201.CO4,Use basic electrical engineering concepts and techniques,Apply
co-02751,subj-0530,22EE1201.CO5,Define basic electrical engineering concepts and techniques,Remember
co-02752,subj-0531,22EE1202.CO1,Interpret basic electrical engineering lab concepts and techniques,Understand
co-02753,subj-0531,22EE1202.CO2,Apply basic electrical engineering lab concepts and techniques,Apply
co-02754,subj-0531,22EE1202.CO3,Use basic electrical engineering lab concepts and techniques,Apply
co-02755,subj-0531,22EE1202.CO4,Explain basic electrical engineering lab concepts and techniques,Understand
co-02756,subj-0532,22EN1201.CO1,Explain english - ii concepts and techniques,Understand
co-02757,subj-0532,22EN1201.CO2,State english - ii concepts and techniques,Remember
co-02758,subj-0532,22EN1201.CO3,Implement english - ii concepts and techniques,Apply
co-02759,subj-0532,22EN1201.CO4,Use english - ii concepts and techniques,Apply
co-02760,subj-0532,22EN1201.CO5,Explain english - ii concepts and techniques,Understand
co-02761,subj-0533,22CS1201.CO1,Define data structures concepts and techniques,Remember
co-02762,subj-0533,22CS1201.CO2,Identify data structures concepts and techniques,Remember
co-02763,subj-0533,22CS1201.CO3,Explain data structures concepts and techniques,Understand
co-02764,subj-0533,22CS1201.CO4,Interpret data structures concepts and techniques,Understand
co-02765,subj-0533,22CS1201.CO5,Interpret data structures concepts and techniques,Understand
co-02766,subj-0534,22CS1202.CO1,Evaluate data structures lab concepts and techniques,Evaluate
co-02767,subj-0534,22CS1202.CO2,Differentiate data structures lab concepts and techniques,Analyze
co-02768,subj-0534,22CS1202.CO3,Demonstrate data structures lab concepts and techniques,Apply
co-02769,subj-0534,22CS1202.CO4,Compare data structures lab concepts and techniques,Analyze
co-02770,subj-0534,22CS1202.CO5,Summarize data structures lab concepts and techniques,Understand
co-02771,subj-0535,22CH1202.CO1,Interpret engineering chemistry lab concepts and techniques,Understand
co-02772,subj-0535,22CH1202.CO2,State engineering chemistry lab concepts and techniques,Remember
co-02773,subj-0535,22CH1202.CO3,Demonstrate engineering chemistry lab concepts and techniques,Apply
co-02774,subj-0535,22CH1202.CO4,Use engineering chemistry lab concepts and techniques,Apply
co-02775,subj-0536,22IO3101.CO1,Define discrete mathematics concepts and techniques,Remember
co-02776,subj-0536,22IO3101.CO2,List discrete mathematics concepts and techniques,Remember
co-02777,subj-0536,22IO3101.CO3,Implement discrete mathematics concepts and techniques,Apply
co-02778,subj-0536,22IO3101.CO4,List discrete mathematics concepts and techniques,Remember
co-02779,subj-0536,22IO3101.CO5,Demonstrate discrete mathematics concepts and techniques,Apply
co-02780,subj-0537,22IO3102.CO1,Apply object-oriented programming (java) concepts and techniques,Apply
co-02781,subj-0537,22IO3102.CO2,Solve object-oriented programming (java) concepts and techniques,Apply
co-02782,subj-0537,22IO3102.CO3,Examine object-oriented programming (java) concepts and techniques,Analyze
co-02783,subj-0537,22IO3102.CO4,Explain object-oriented programming (java) concepts and techniques,Understand
co-02784,subj-0537,22IO3102.CO5,Examine object-oriented programming (java) concepts and techniques,Analyze
co-02785,subj-0537,22IO3102.CO6,Assess object-oriented programming (java) concepts and techniques,Evaluate
co-02786,subj-0538,22IO3103.CO1,Demonstrate digital logic design concepts and techniques,Apply
