id,college_id,student_id,scholarship_type,amount,semester,academic_year,disbursement_date,status,payment_mode,reference_number
sch-005204,college-aits-001,STU-02716,EBC,20000.0,6,2024-2025,2025-05-10,disbursed,RTGS,SCH785233
sch-005205,college-aits-001,STU-02716,EBC,20000.0,7,2025-2026,2025-11-27,disbursed,NEFT,SCH932839
sch-005206,college-aits-001,STU-02721,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-22,disbursed,RTGS,SCH320774
sch-005207,college-aits-001,STU-02721,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-15,disbursed,NEFT,SCH837394
sch-005208,college-aits-001,STU-02721,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-02,disbursed,NEFT,SCH161601
sch-005209,college-aits-001,STU-02721,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-04,disbursed,NEFT,SCH212904
sch-005210,college-aits-001,STU-02721,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-05,disbursed,NEFT,SCH857878
sch-005211,college-aits-001,STU-02721,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-10,disbursed,RTGS,SCH821132
sch-005212,college-aits-001,STU-02721,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,RTGS,
sch-005213,college-aits-001,STU-02723,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-14,disbursed,NEFT,SCH775609
sch-005214,college-aits-001,STU-02723,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-22,disbursed,Direct Benefit Transfer,SCH864810
sch-005215,college-aits-001,STU-02723,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-10,disbursed,Direct Benefit Transfer,SCH319961
sch-005216,college-aits-001,STU-02723,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-21,disbursed,NEFT,SCH481901
sch-005217,college-aits-001,STU-02723,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-13,disbursed,NEFT,SCH461848
sch-005218,college-aits-001,STU-02723,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-02,disbursed,NEFT,SCH981979
sch-005219,college-aits-001,STU-02723,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,RTGS,
sch-005220,college-aits-001,STU-02724,Merit,10000.0,1,2022-2023,2022-10-22,disbursed,RTGS,SCH921794
sch-005221,college-aits-001,STU-02724,Merit,10000.0,2,2022-2023,2023-05-28,disbursed,RTGS,SCH571452
sch-005222,college-aits-001,STU-02724,Merit,10000.0,3,2023-2024,2023-09-27,disbursed,RTGS,SCH881484
sch-005223,college-aits-001,STU-02724,Merit,10000.0,4,2023-2024,2024-05-14,disbursed,Direct Benefit Transfer,SCH430079
sch-005224,college-aits-001,STU-02724,Merit,10000.0,5,2024-2025,2024-11-28,disbursed,Direct Benefit Transfer,SCH292898
sch-005225,college-aits-001,STU-02724,Merit,10000.0,6,2024-2025,2025-03-28,disbursed,NEFT,SCH362773
sch-005226,college-aits-001,STU-02724,Merit,10000.0,7,2025-2026,2025-10-03,disbursed,RTGS,SCH255365
sch-005227,college-aits-001,STU-02729,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-05,disbursed,NEFT,SCH637693
sch-005228,college-aits-001,STU-02729,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-16,disbursed,RTGS,SCH312080
sch-005229,college-aits-001,STU-02729,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-06,disbursed,RTGS,SCH140316
sch-005230,college-aits-001,STU-02729,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-21,disbursed,RTGS,SCH845920
sch-005231,college-aits-001,STU-02729,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-26,disbursed,Direct Benefit Transfer,SCH491143
sch-005232,college-aits-001,STU-02729,SC/ST Post-Matric,45000.0,6,2024-2025,2025-04-01,disbursed,NEFT,SCH606250
sch-005233,college-aits-001,STU-02729,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,RTGS,
sch-005234,college-aits-001,STU-02730,SC/ST Post-Matric,45000.0,1,2022-2023,2022-11-22,disbursed,Direct Benefit Transfer,SCH880195
sch-005235,college-aits-001,STU-02730,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-09,disbursed,Direct Benefit Transfer,SCH509668
sch-005236,college-aits-001,STU-02730,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-19,disbursed,Direct Benefit Transfer,SCH741963
sch-005237,college-aits-001,STU-02730,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-14,disbursed,Direct Benefit Transfer,SCH939153
sch-005238,college-aits-001,STU-02730,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-15,disbursed,Direct Benefit Transfer,SCH719682
sch-005239,college-aits-001,STU-02730,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-10,disbursed,Direct Benefit Transfer,SCH892486
sch-005240,college-aits-001,STU-02730,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,NEFT,
sch-005241,college-aits-001,STU-02731,EBC,20000.0,1,2022-2023,2022-10-19,disbursed,Direct Benefit Transfer,SCH930302
sch-005242,college-aits-001,STU-02731,EBC,20000.0,2,2022-2023,2023-03-16,disbursed,RTGS,SCH586060
sch-005243,college-aits-001,STU-02731,EBC,20000.0,3,2023-2024,2023-11-19,disbursed,NEFT,SCH430489
sch-005244,college-aits-001,STU-02731,EBC,20000.0,4,2023-2024,2024-05-08,disbursed,RTGS,SCH377558
sch-005245,college-aits-001,STU-02731,EBC,20000.0,5,2024-2025,2024-10-21,disbursed,NEFT,SCH956410
sch-005246,college-aits-001,STU-02731,EBC,20000.0,6,2024-2025,2025-03-22,disbursed,Direct Benefit Transfer,SCH366487
sch-005247,college-aits-001,STU-02731,EBC,20000.0,7,2025-2026,,pending,NEFT,
sch-005248,college-aits-001,STU-02732,Merit,10000.0,1,2022-2023,2022-09-08,disbursed,RTGS,SCH350588
sch-005249,college-aits-001,STU-02732,Merit,10000.0,2,2022-2023,2023-04-01,disbursed,RTGS,SCH150083
sch-005250,college-aits-001,STU-02732,Merit,10000.0,3,2023-2024,2023-09-26,disbursed,RTGS,SCH661258
sch-005251,college-aits-001,STU-02732,Merit,10000.0,4,2023-2024,2024-05-14,disbursed,NEFT,SCH626124
sch-005252,college-aits-001,STU-02732,Merit,10000.0,5,2024-2025,2024-11-26,disbursed,Direct Benefit Transfer,SCH926271
sch-005253,college-aits-001,STU-02732,Merit,10000.0,6,2024-2025,2025-04-25,disbursed,Direct Benefit Transfer,SCH795535
sch-005254,college-aits-001,STU-02732,Merit,10000.0,7,2025-2026,2025-09-16,disbursed,NEFT,SCH660033
sch-005255,college-aits-001,STU-02733,Merit,10000.0,1,2022-2023,2022-11-18,disbursed,RTGS,SCH917548
sch-005256,college-aits-001,STU-02733,Merit,10000.0,2,2022-2023,2023-03-28,disbursed,NEFT,SCH507923
sch-005257,college-aits-001,STU-02733,Merit,10000.0,3,2023-2024,2023-11-24,disbursed,RTGS,SCH285846
sch-005258,college-aits-001,STU-02733,Merit,10000.0,4,2023-2024,2024-05-21,disbursed,NEFT,SCH114901
sch-005259,college-aits-001,STU-02733,Merit,10000.0,5,2024-2025,2024-11-14,disbursed,NEFT,SCH444745
sch-005260,college-aits-001,STU-02733,Merit,10000.0,6,2024-2025,2025-05-08,disbursed,RTGS,SCH121695
sch-005261,college-aits-001,STU-02733,Merit,10000.0,7,2025-2026,2025-09-05,disbursed,Direct Benefit Transfer,SCH370735
sch-005262,college-aits-001,STU-02734,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-22,disbursed,RTGS,SCH804444
sch-005263,college-aits-001,STU-02734,SC/ST Post-Matric,45000.0,2,2022-2023,2023-04-14,disbursed,NEFT,SCH547164
sch-005264,college-aits-001,STU-02734,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-24,disbursed,NEFT,SCH478986
sch-005265,college-aits-001,STU-02734,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-25,disbursed,RTGS,SCH424526
sch-005266,college-aits-001,STU-02734,SC/ST Post-Matric,45000.0,5,2024-2025,2024-11-23,disbursed,Direct Benefit Transfer,SCH770063
sch-005267,college-aits-001,STU-02734,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-03,disbursed,NEFT,SCH227339
sch-005268,college-aits-001,STU-02734,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,RTGS,
sch-005269,college-aits-001,STU-02737,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-04,disbursed,RTGS,SCH453925
sch-005270,college-aits-001,STU-02737,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-17,disbursed,Direct Benefit Transfer,SCH587899
sch-005271,college-aits-001,STU-02737,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-04,disbursed,RTGS,SCH800447
sch-005272,college-aits-001,STU-02737,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-09,disbursed,NEFT,SCH473564
sch-005273,college-aits-001,STU-02737,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-12,disbursed,NEFT,SCH506722
sch-005274,college-aits-001,STU-02737,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-18,disbursed,RTGS,SCH860548
sch-005275,college-aits-001,STU-02737,SC/ST Post-Matric,45000.0,7,2025-2026,2025-09-20,disbursed,NEFT,SCH166514
sch-005276,college-aits-001,STU-02738,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-05,disbursed,RTGS,SCH268128
sch-005277,college-aits-001,STU-02738,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-27,disbursed,Direct Benefit Transfer,SCH660788
sch-005278,college-aits-001,STU-02738,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-16,disbursed,Direct Benefit Transfer,SCH468451
sch-005279,college-aits-001,STU-02738,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-11,disbursed,RTGS,SCH931169
sch-005280,college-aits-001,STU-02738,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-04,disbursed,Direct Benefit Transfer,SCH913550
sch-005281,college-aits-001,STU-02738,SC/ST Post-Matric,45000.0,6,2024-2025,2025-04-07,disbursed,NEFT,SCH299380
sch-005282,college-aits-001,STU-02738,SC/ST Post-Matric,45000.0,7,2025-2026,2025-11-21,disbursed,Direct Benefit Transfer,SCH884056
sch-005283,college-aits-001,STU-02743,SC/ST Post-Matric,45000.0,1,2022-2023,2022-11-03,disbursed,Direct Benefit Transfer,SCH337765
sch-005284,college-aits-001,STU-02743,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-25,disbursed,RTGS,SCH684536
sch-005285,college-aits-001,STU-02743,SC/ST Post-Matric,45000.0,3,2023-2024,2023-10-13,disbursed,RTGS,SCH773738
sch-005286,college-aits-001,STU-02743,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-07,disbursed,NEFT,SCH138146
sch-005287,college-aits-001,STU-02743,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-07,disbursed,NEFT,SCH698673
sch-005288,college-aits-001,STU-02743,SC/ST Post-Matric,45000.0,6,2024-2025,2025-04-01,disbursed,Direct Benefit Transfer,SCH490633
sch-005289,college-aits-001,STU-02743,SC/ST Post-Matric,45000.0,7,2025-2026,2025-11-11,disbursed,NEFT,SCH430479
sch-005290,college-aits-001,STU-02747,Merit,10000.0,1,2022-2023,2022-10-03,disbursed,NEFT,SCH983973
sch-005291,college-aits-001,STU-02747,Merit,10000.0,2,2022-2023,2023-03-20,disbursed,Direct Benefit Transfer,SCH688683
sch-005292,college-aits-001,STU-02747,Merit,10000.0,3,2023-2024,2023-09-19,disbursed,NEFT,SCH596427
sch-005293,college-aits-001,STU-02747,Merit,10000.0,4,2023-2024,2024-04-18,disbursed,Direct Benefit Transfer,SCH861165
sch-005294,college-aits-001,STU-02747,Merit,10000.0,5,2024-2025,2024-10-04,disbursed,Direct Benefit Transfer,SCH950216
sch-005295,college-aits-001,STU-02747,Merit,10000.0,6,2024-2025,2025-03-26,disbursed,Direct Benefit Transfer,SCH432468
sch-005296,college-aits-001,STU-02747,Merit,10000.0,7,2025-2026,2025-09-10,disbursed,RTGS,SCH407706
sch-005297,college-aits-001,STU-02749,Merit,10000.0,1,2022-2023,2022-09-28,disbursed,NEFT,SCH157580
sch-005298,college-aits-001,STU-02749,Merit,10000.0,2,2022-2023,2023-04-22,disbursed,NEFT,SCH829711
sch-005299,college-aits-001,STU-02749,Merit,10000.0,3,2023-2024,2023-10-27,disbursed,RTGS,SCH260470
sch-005300,college-aits-001,STU-02749,Merit,10000.0,4,2023-2024,2024-04-11,disbursed,RTGS,SCH178011
sch-005301,college-aits-001,STU-02749,Merit,10000.0,5,2024-2025,2024-11-12,disbursed,NEFT,SCH622491
sch-005302,college-aits-001,STU-02749,Merit,10000.0,6,2024-2025,2025-04-24,disbursed,RTGS,SCH526635
sch-005303,college-aits-001,STU-02749,Merit,10000.0,7,2025-2026,2025-09-01,disbursed,RTGS,SCH293751
sch-005304,college-aits-001,STU-02751,SC/ST Post-Matric,45000.0,1,2022-2023,2022-11-03,disbursed,NEFT,SCH650454
sch-005305,college-aits-001,STU-02751,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-20,disbursed,NEFT,SCH480142
sch-005306,college-aits-001,STU-02751,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-04,disbursed,RTGS,SCH905305
sch-005307,college-aits-001,STU-02751,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-11,disbursed,NEFT,SCH291489
sch-005308,college-aits-001,STU-02751,SC/ST Post-Matric,45000.0,5,2024-2025,2024-11-07,disbursed,Direct Benefit Transfer,SCH939250
sch-005309,college-aits-001,STU-02751,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-08,disbursed,NEFT,SCH389946
sch-005310,college-aits-001,STU-02751,SC/ST Post-Matric,45000.0,7,2025-2026,2025-10-27,disbursed,Direct Benefit Transfer,SCH183532
sch-005311,college-aits-001,STU-02752,Merit,10000.0,1,2022-2023,2022-11-18,disbursed,Direct Benefit Transfer,SCH824023
sch-005312,college-aits-001,STU-02752,Merit,10000.0,2,2022-2023,2023-05-10,disbursed,Direct Benefit Transfer,SCH789857
sch-005313,college-aits-001,STU-02752,Merit,10000.0,3,2023-2024,2023-10-04,disbursed,RTGS,SCH888845
sch-005314,college-aits-001,STU-02752,Merit,10000.0,4,2023-2024,2024-03-10,disbursed,RTGS,SCH197483
sch-005315,college-aits-001,STU-02752,Merit,10000.0,5,2024-2025,2024-11-11,disbursed,RTGS,SCH877093
sch-005316,college-aits-001,STU-02752,Merit,10000.0,6,2024-2025,2025-03-05,disbursed,NEFT,SCH198896
sch-005317,college-aits-001,STU-02752,Merit,10000.0,7,2025-2026,,pending,RTGS,
sch-005318,college-aits-001,STU-02754,EBC,20000.0,1,2022-2023,2022-09-16,disbursed,RTGS,SCH525709
sch-005319,college-aits-001,STU-02754,EBC,20000.0,2,2022-2023,2023-05-04,disbursed,RTGS,SCH266521
sch-005320,college-aits-001,STU-02754,EBC,20000.0,3,2023-2024,2023-11-18,disbursed,NEFT,SCH185992
sch-005321,college-aits-001,STU-02754,EBC,20000.0,4,2023-2024,2024-04-06,disbursed,NEFT,SCH779986
sch-005322,college-aits-001,STU-02754,EBC,20000.0,5,2024-2025,2024-11-23,disbursed,NEFT,SCH761482
sch-005323,college-aits-001,STU-02754,EBC,20000.0,6,2024-2025,2025-03-16,disbursed,NEFT,SCH864148
sch-005324,college-aits-001,STU-02754,EBC,20000.0,7,2025-2026,,pending,Direct Benefit Transfer,
sch-005325,college-aits-001,STU-02755,SC/ST Post-Matric,45000.0,1,2022-2023,2022-11-08,disbursed,RTGS,SCH105543
sch-005326,college-aits-001,STU-02755,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-17,disbursed,RTGS,SCH704704
sch-005327,college-aits-001,STU-02755,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-25,disbursed,NEFT,SCH616583
sch-005328,college-aits-001,STU-02755,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-08,disbursed,NEFT,SCH550597
sch-005329,college-aits-001,STU-02755,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-20,disbursed,Direct Benefit Transfer,SCH507310
sch-005330,college-aits-001,STU-02755,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-27,disbursed,Direct Benefit Transfer,SCH406924
sch-005331,college-aits-001,STU-02755,SC/ST Post-Matric,45000.0,7,2025-2026,2025-10-05,disbursed,Direct Benefit Transfer,SCH531534
sch-005332,college-aits-001,STU-02756,SC/ST Post-Matric,45000.0,1,2022-2023,2022-11-10,disbursed,RTGS,SCH361127
sch-005333,college-aits-001,STU-02756,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-28,disbursed,NEFT,SCH841242
sch-005334,college-aits-001,STU-02756,SC/ST Post-Matric,45000.0,3,2023-2024,2023-10-09,disbursed,Direct Benefit Transfer,SCH734656
sch-005335,college-aits-001,STU-02756,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-01,disbursed,NEFT,SCH525244
sch-005336,college-aits-001,STU-02756,SC/ST Post-Matric,45000.0,5,2024-2025,2024-11-07,disbursed,Direct Benefit Transfer,SCH365222
sch-005337,college-aits-001,STU-02756,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-05,disbursed,Direct Benefit Transfer,SCH293313
sch-005338,college-aits-001,STU-02756,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,Direct Benefit Transfer,
sch-005339,college-aits-001,STU-02757,Merit,10000.0,1,2022-2023,2022-09-05,disbursed,Direct Benefit Transfer,SCH142159
sch-005340,college-aits-001,STU-02757,Merit,10000.0,2,2022-2023,2023-03-08,disbursed,Direct Benefit Transfer,SCH148826
sch-005341,college-aits-001,STU-02757,Merit,10000.0,3,2023-2024,2023-11-03,disbursed,Direct Benefit Transfer,SCH513892
sch-005342,college-aits-001,STU-02757,Merit,10000.0,4,2023-2024,2024-03-07,disbursed,RTGS,SCH218083
sch-005343,college-aits-001,STU-02757,Merit,10000.0,5,2024-2025,2024-11-01,disbursed,Direct Benefit Transfer,SCH320415
sch-005344,college-aits-001,STU-02757,Merit,10000.0,6,2024-2025,2025-05-04,disbursed,Direct Benefit Transfer,SCH114428
sch-005345,college-aits-001,STU-02757,Merit,10000.0,7,2025-2026,2025-10-04,disbursed,RTGS,SCH251397
sch-005346,college-aits-001,STU-02758,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-24,disbursed,Direct Benefit Transfer,SCH923758
sch-005347,college-aits-001,STU-02758,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-28,disbursed,RTGS,SCH440904
sch-005348,college-aits-001,STU-02758,SC/ST Post-Matric,45000.0,3,2023-2024,2023-10-13,disbursed,Direct Benefit Transfer,SCH644070
sch-005349,college-aits-001,STU-02758,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-09,disbursed,RTGS,SCH795331
sch-005350,college-aits-001,STU-02758,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-28,disbursed,Direct Benefit Transfer,SCH253003
sch-005351,college-aits-001,STU-02758,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-13,disbursed,RTGS,SCH297133
sch-005352,college-aits-001,STU-02758,SC/ST Post-Matric,45000.0,7,2025-2026,2025-11-28,disbursed,NEFT,SCH613711
sch-005353,college-aits-001,STU-02759,Merit,10000.0,1,2022-2023,2022-10-09,disbursed,RTGS,SCH151310
sch-005354,college-aits-001,STU-02759,Merit,10000.0,2,2022-2023,2023-04-01,disbursed,RTGS,SCH586101
sch-005355,college-aits-001,STU-02759,Merit,10000.0,3,2023-2024,2023-09-02,disbursed,NEFT,SCH884674
sch-005356,college-aits-001,STU-02759,Merit,10000.0,4,2023-2024,2024-04-17,disbursed,RTGS,SCH313741
sch-005357,college-aits-001,STU-02759,Merit,10000.0,5,2024-2025,2024-10-04,disbursed,RTGS,SCH247532
sch-005358,college-aits-001,STU-02759,Merit,10000.0,6,2024-2025,2025-04-09,disbursed,NEFT,SCH546853
sch-005359,college-aits-001,STU-02759,Merit,10000.0,7,2025-2026,2025-09-16,disbursed,Direct Benefit Transfer,SCH168466
sch-005360,college-aits-001,STU-02761,Merit,10000.0,1,2023-2024,2023-11-15,disbursed,RTGS,SCH417923
sch-005361,college-aits-001,STU-02761,Merit,10000.0,2,2023-2024,2024-05-08,disbursed,RTGS,SCH310684
sch-005362,college-aits-001,STU-02761,Merit,10000.0,3,2024-2025,2024-11-28,disbursed,RTGS,SCH980245
sch-005363,college-aits-001,STU-02761,Merit,10000.0,4,2024-2025,2025-04-13,disbursed,RTGS,SCH268252
sch-005364,college-aits-001,STU-02761,Merit,10000.0,5,2025-2026,2025-10-08,disbursed,NEFT,SCH117978
sch-005365,college-aits-001,STU-02764,SC/ST Post-Matric,45000.0,1,2023-2024,2023-09-21,disbursed,RTGS,SCH503263
sch-005366,college-aits-001,STU-02764,SC/ST Post-Matric,45000.0,2,2023-2024,2024-03-18,disbursed,Direct Benefit Transfer,SCH773068
sch-005367,college-aits-001,STU-02764,SC/ST Post-Matric,45000.0,3,2024-2025,2024-09-04,disbursed,RTGS,SCH856277
sch-005368,college-aits-001,STU-02764,SC/ST Post-Matric,45000.0,4,2024-2025,2025-04-17,disbursed,RTGS,SCH823420
sch-005369,college-aits-001,STU-02764,SC/ST Post-Matric,45000.0,5,2025-2026,2025-09-09,disbursed,Direct Benefit Transfer,SCH938295
sch-005370,college-aits-001,STU-02766,Merit,10000.0,1,2023-2024,2023-10-24,disbursed,RTGS,SCH121285
sch-005371,college-aits-001,STU-02766,Merit,10000.0,2,2023-2024,2024-03-19,disbursed,NEFT,SCH352943
sch-005372,college-aits-001,STU-02766,Merit,10000.0,3,2024-2025,2024-10-09,disbursed,NEFT,SCH894544
sch-005373,college-aits-001,STU-02766,Merit,10000.0,4,2024-2025,2025-05-18,disbursed,Direct Benefit Transfer,SCH702316
sch-005374,college-aits-001,STU-02766,Merit,10000.0,5,2025-2026,2025-11-06,disbursed,Direct Benefit Transfer,SCH103534
sch-005375,college-aits-001,STU-02768,SC/ST Post-Matric,45000.0,1,2023-2024,2023-09-01,disbursed,RTGS,SCH905823
sch-005376,college-aits-001,STU-02768,SC/ST Post-Matric,45000.0,2,2023-2024,2024-05-25,disbursed,Direct Benefit Transfer,SCH540114
sch-005377,college-aits-001,STU-02768,SC/ST Post-Matric,45000.0,3,2024-2025,2024-11-11,disbursed,NEFT,SCH604385
sch-005378,college-aits-001,STU-02768,SC/ST Post-Matric,45000.0,4,2024-2025,2025-03-06,disbursed,NEFT,SCH868206
sch-005379,college-aits-001,STU-02768,SC/ST Post-Matric,45000.0,5,2025-2026,2025-10-24,disbursed,RTGS,SCH829837
sch-005380,college-aits-001,STU-02771,Merit,10000.0,1,2023-2024,2023-10-19,disbursed,NEFT,SCH759393
sch-005381,college-aits-001,STU-02771,Merit,10000.0,2,2023-2024,2024-04-22,disbursed,Direct Benefit Transfer,SCH692671
sch-005382,college-aits-001,STU-02771,Merit,10000.0,3,2024-2025,2024-11-12,disbursed,NEFT,SCH498376
sch-005383,college-aits-001,STU-02771,Merit,10000.0,4,2024-2025,2025-04-20,disbursed,NEFT,SCH356779
sch-005384,college-aits-001,STU-02771,Merit,10000.0,5,2025-2026,2025-10-02,disbursed,RTGS,SCH594281
sch-005385,college-aits-001,STU-02772,SC/ST Post-Matric,45000.0,1,2023-2024,2023-09-18,disbursed,RTGS,SCH617105
sch-005386,college-aits-001,STU-02772,SC/ST Post-Matric,45000.0,2,2023-2024,2024-03-14,disbursed,Direct Benefit Transfer,SCH117229
sch-005387,college-aits-001,STU-02772,SC/ST Post-Matric,45000.0,3,2024-2025,2024-11-03,disbursed,NEFT,SCH692612
sch-005388,college-aits-001,STU-02772,SC/ST Post-Matric,45000.0,4,2024-2025,2025-03-08,disbursed,RTGS,SCH146008
sch-005389,college-aits-001,STU-02772,SC/ST Post-Matric,45000.0,5,2025-2026,2025-09-15,disbursed,Direct Benefit Transfer,SCH176130
sch-005390,college-aits-001,STU-02776,SC/ST Post-Matric,45000.0,1,2023-2024,2023-09-22,disbursed,Direct Benefit Transfer,SCH562716
sch-005391,college-aits-001,STU-02776,SC/ST Post-Matric,45000.0,2,2023-2024,2024-05-05,disbursed,NEFT,SCH873874
sch-005392,college-aits-001,STU-02776,SC/ST Post-Matric,45000.0,3,2024-2025,2024-09-07,disbursed,RTGS,SCH201561
sch-005393,college-aits-001,STU-02776,SC/ST Post-Matric,45000.0,4,2024-2025,2025-03-09,disbursed,NEFT,SCH716038
sch-005394,college-aits-001,STU-02776,SC/ST Post-Matric,45000.0,5,2025-2026,2025-10-04,disbursed,Direct Benefit Transfer,SCH717219
